SelectionSort Algorithm, Random Uniform Data, N = 1000, T[ns] = 4397000
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 9500, T[ns] = 21162900
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 9500, T[ns] = 794498200
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 9500, T[ns] = 588849600
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 9500, T[ns] = 712820900
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 9500, T[ns] = 20874200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 9500, T[ns] = 817412500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 9500, T[ns] = 587195400
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 9500, T[ns] = 703646800
std::sort Algorithm, Random Uniform Data, N = 9500, T[ns] = 1860800
std::sort Algorithm, Ascending Data, N = 9500, T[ns] = 1065900
std::sort Algorithm, Descending Data, N = 9500, T[ns] = 906500
std::sort Algorithm, Constant Data, N = 9500, T[ns] = 1393800
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 258374500
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 281766000
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 263677600
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 260423400
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 297871500
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 95900
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 572494400
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 61700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 22985800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 879175400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 679116800
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 868986500
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 37529900
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 857114800
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 605656300
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 866191200
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 1967600
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1212700
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 960200
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1414300
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 284290700
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 256495000
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 262610800
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 255304100
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 284231600
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 82000
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 571032200
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 87100
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 23849000
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 867855200
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 599763400
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 887461500
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 23675900
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 886656900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 665576500
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 804820200
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2021800
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1173200
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 947100
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1440700
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 258353400
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 257974800
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 261070700
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 257853000
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 299919700
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 62800
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 575182800
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 76400
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 22820600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 890400000
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 664819300
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 799966400
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 24921700
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 879775400
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 610945000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 948450200
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2024100
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1620700
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 1475800
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1459800
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 334981000
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 293362400
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 269038100
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 261054000
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 327222700
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 98700
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 635272900
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 63100
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 24533200
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 873050900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 596557200
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 885286100
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 24347700
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 919895100
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 777490100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 870434500
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2012600
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1305300
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 1292600
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1555100
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 270848700
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 275194500
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 271966700
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 272804200
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 296874800
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 125400
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 605070500
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 110700
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 23568600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 890355000
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 677147500
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 827265200
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 23839600
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 905566300
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 691162100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 883656800
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 22510100
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1182300
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 1563300
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 3803700
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 263381500
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 262160100
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 267968900
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 260111100
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 291651300
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 62200
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 579889300
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 62400
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 25407000
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 887883400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 616115400
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 915167500
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 24108500
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 878918900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 673858000
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 817780300
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2052400
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1704700
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 1026800
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1425800
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 259979400
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 260761800
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 265681500
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 260762800
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 292024900
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 66200
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 597109500
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 95900
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 23160700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 899527400
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 676298000
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 830199300
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 23531000
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 903743900
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 689841300
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 883024400
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2444000
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1235300
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 962300
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1417200
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 260917400
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 259408600
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 266770400
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 259167600
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 290776100
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 75400
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 579213300
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 61300
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 24218800
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 881184300
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 627966200
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 909415700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 39277400
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 894358800
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 671658800
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 814170300
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 2000100
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1207600
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 949900
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1420000
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 261677700
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 260624600
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 267329800
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 259871600
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 288704600
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 62400
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 578409200
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 70800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 23066700
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 916659900
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 678003100
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 819581700
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 23340200
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 900312500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 689572600
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 866109100
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 1955800
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1253600
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 947400
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1525200
SelectionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 263494100
SelectionSort Algorithm, Ascending Data, N = 10000, T[ns] = 260971400
SelectionSort Algorithm, Descending Data, N = 10000, T[ns] = 265340600
SelectionSort Algorithm, Constant Data, N = 10000, T[ns] = 265868700
InsertionSort Algorithm, Random Uniform Data, N = 10000, T[ns] = 291112800
InsertionSort Algorithm, Ascending Data, N = 10000, T[ns] = 62000
InsertionSort Algorithm, Descending Data, N = 10000, T[ns] = 576645100
InsertionSort Algorithm, Constant Data, N = 10000, T[ns] = 122300
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10000, T[ns] = 24208600
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10000, T[ns] = 882408500
QuickSort Algorithm (Rightmost element as Pivot), Descending Data, N = 10000, T[ns] = 599757400
QuickSort Algorithm (Rightmost element as Pivot), Constant Data, N = 10000, T[ns] = 889066200
QuickSort Algorithm (Median of three as Pivot), Random Data, N = 10000, T[ns] = 38877100
QuickSort Algorithm (Median of three as Pivot), Ascending Data, N = 10000, T[ns] = 881629500
QuickSort Algorithm (Median of three as Pivot), Descending Data, N = 10000, T[ns] = 602470100
QuickSort Algorithm (Median of three as Pivot), Constant Data, N = 10000, T[ns] = 897155300
std::sort Algorithm, Random Uniform Data, N = 10000, T[ns] = 1978500
std::sort Algorithm, Ascending Data, N = 10000, T[ns] = 1202400
std::sort Algorithm, Descending Data, N = 10000, T[ns] = 959800
std::sort Algorithm, Constant Data, N = 10000, T[ns] = 1417200
SelectionSort Algorithm, Random Uniform Data, N = 10500, T[ns] = 291560300
SelectionSort Algorithm, Ascending Data, N = 10500, T[ns] = 287974400
SelectionSort Algorithm, Descending Data, N = 10500, T[ns] = 291935700
SelectionSort Algorithm, Constant Data, N = 10500, T[ns] = 286796300
InsertionSort Algorithm, Random Uniform Data, N = 10500, T[ns] = 318857900
InsertionSort Algorithm, Ascending Data, N = 10500, T[ns] = 64300
InsertionSort Algorithm, Descending Data, N = 10500, T[ns] = 638962000
InsertionSort Algorithm, Constant Data, N = 10500, T[ns] = 64800
QuickSort Algorithm (Rightmost element as Pivot), Random Uniform Data, N = 10500, T[ns] = 26524400
QuickSort Algorithm (Rightmost element as Pivot), Ascending Data, N = 10500, T[ns] = 1005744200
